0,0
0.001,0.000981296472621486
0.002,0.00196259294524297
0.003,0.00294388941786446
0.004,0.00392518589048594
0.005,0.00490648236310743
0.006,0.00588777883572891
0.007,0.0068690753083504
0.008,0.00785037178097189
0.009,0.00883166825359337
0.01,0.00981296472621486
0.011,0.0107942611988363
0.012,0.0117755576714578
0.013,0.0127568541440793
0.014,0.0137381506167008
0.015,0.0147194470893223
0.016,0.0157007435619438
0.017,0.0166820400345653
0.018,0.0176633365071868
0.019,0.0186446329798082
0.02,0.0196259294524297
0.021,0.0206072259250512
0.022,0.0215885223976727
0.023,0.0225698188702942
0.024,0.0235511153429157
0.025,0.0245324118155372
0.026,0.0255137082881586
0.027,0.0264950047607801
0.028,0.0274763012334016
0.029,0.0284575977060231
0.03,0.0294388941786446
0.031,0.0304201906512661
0.032,0.0314014871238876
0.033,0.032382783596509
0.034,0.0332188018657152
0.035,0.0340438017911723
0.036,0.0348688017166293
0.037,0.0356938016420863
0.038,0.0365188015675434
0.039,0.0373438014930004
0.04,0.0381688014184574
0.041,0.0389938013439145
0.042,0.0398188012693715
0.043,0.0406438011948285
0.044,0.0414688011202856
0.045,0.0422938010457426
0.046,0.0431188009711996
0.047,0.0439438008966567
0.048,0.0447688008221137
0.049,0.0455938007475708
0.05,0.0464188006730278
0.051,0.0471917165206948
0.052,0.0479312269825852
0.053,0.0486707374444755
0.054,0.0494102479063659
0.055,0.0501497583682562
0.056,0.0508892688301466
0.057,0.0516287792920369
0.058,0.0523682897539273
0.059,0.0531078002158177
0.06,0.053847310677708
0.061,0.0545868211395984
0.062,0.0553263316014887
0.063,0.0560658420633791
0.064,0.0568053525252694
0.065,0.0575448629871598
0.066,0.0582843734490501
0.067,0.0590238839109405
0.068,0.0597633943728308
0.069,0.0605029048347212
0.07,0.0612424152966115
0.071,0.0619819257585019
0.072,0.0627214362203923
0.073,0.0634609466822826
0.074,0.064200457144173
0.075,0.0649399676060633
0.076,0.0656794780679537
0.077,0.066418988529844
0.078,0.0671584989917344
0.079,0.0678980094536247
0.08,0.0686375199155151
0.081,0.0693770303774054
0.082,0.0701165408392958
0.083,0.0708560513011861
0.084,0.0715955617630765
0.085,0.0723350722249668
0.086,0.0730745826868572
0.087,0.0738140931487475
0.088,0.0745536036106379
0.089,0.0752931140725283
0.09,0.0760326245344186
0.091,0.076772134996309
0.092,0.0775116454581993
0.093,0.0782511559200897
0.094,0.07899066638198
0.095,0.0797301768438704
0.096,0.0804696873057607
